iter	MultiClass
730	0.4209943882
731	0.4204645761
732	0.4200319901
733	0.419738796
734	0.4194165227
735	0.4183909239
736	0.4178227208
737	0.4174234684
738	0.4170625047
739	0.4167148357
740	0.4161466247
741	0.4156054715
742	0.4151197158
743	0.414578936
744	0.4139777657
745	0.4134785699
746	0.4128256078
747	0.4123701595
748	0.4121212114
749	0.4115737316
750	0.4109617512
751	0.4105034594
752	0.4101394111
753	0.4097129432
754	0.409253264
755	0.4086995788
756	0.4082409384
757	0.4076082787
758	0.4073661351
759	0.4067231797
760	0.406264855
761	0.4059120678
762	0.4053119779
763	0.4049685488
764	0.4044866371
765	0.4042062084
766	0.4038112751
767	0.4032288354
768	0.4025375801
769	0.402153868
770	0.4016647755
771	0.401052329
772	0.4008257891
773	0.4001886278
774	0.3995158591
775	0.398966725
776	0.3987138026
777	0.3984102281
778	0.3979733269
779	0.397412327
780	0.3971116223
781	0.3966409898
782	0.3962812646
783	0.3958235731
784	0.3954311959
785	0.3949224905
786	0.3945633096
787	0.3941162174
788	0.3938072752
789	0.393100505
790	0.3927145623
791	0.3922279945
792	0.3917571421
793	0.3912602683
794	0.3906379711
795	0.3899688894
796	0.3897328994
797	0.3890795315
798	0.3886977729
799	0.3884109834
800	0.3879253814
801	0.3876227993
802	0.3873394674
803	0.3869122974
804	0.3867056535
805	0.3863043087
806	0.3861206551
807	0.3854142396
808	0.3848170792
809	0.3843983194
810	0.3841314269
811	0.3838285296
812	0.3834261914
813	0.3829073455
814	0.3824271977
815	0.3818726643
816	0.3814350227
817	0.3810564986
818	0.3806856717
819	0.380181011
820	0.3799004219
821	0.3795450439
822	0.3793624089
823	0.3790426483
824	0.3785833017
825	0.378274053
826	0.3779280315
827	0.3777125763
828	0.3773798645
829	0.3769530924
830	0.3765924948
831	0.3763804495
832	0.3758835955
833	0.375500485
834	0.3750315394
835	0.3744168852
836	0.3740876855
837	0.3738074714
838	0.3734638985
839	0.3731314305
840	0.3726647913
841	0.3723007869
842	0.3716497682
843	0.3710925783
844	0.3706133975
845	0.3702893431
846	0.3699150597
847	0.3696289658
848	0.3692558372
849	0.3685914559
850	0.3681779226
851	0.367624625
852	0.3671839944
853	0.3666787791
854	0.3661344378
855	0.3657369977
856	0.3652405624
857	0.3648763647
858	0.364395822
859	0.364122636
860	0.3638186556
861	0.3635462933
862	0.363135963
863	0.3626994831
864	0.3621650046
865	0.3617996112
866	0.3616297424
867	0.3613627304
868	0.3608665933
869	0.3604084105
870	0.3600219112
871	0.359347809
872	0.3591366835
873	0.35857005
874	0.3579527315
875	0.3574476606
876	0.357167361
877	0.3568606832
878	0.3564958348
879	0.3560522693
880	0.3557238395
881	0.3554134578
882	0.354910116
883	0.3546274673
884	0.3543651422
885	0.3539350352
886	0.3535691325
887	0.3533450071
888	0.3531578573
889	0.3529068082
890	0.3525436609
891	0.3522017884
892	0.3515145062
893	0.3511910539
894	0.3507285765
895	0.3503927071
896	0.3499038549
897	0.3494493325
898	0.3491255212
899	0.3489216291
900	0.3486117247
901	0.3482979057
902	0.3479171651
903	0.3475812482
904	0.3472938222
905	0.347121067
906	0.3466664372
907	0.3464306397
908	0.345933157
909	0.3457532685
910	0.3452763307
911	0.3450014174
912	0.3447553752
913	0.3443456688
914	0.343920456
915	0.3435368796
916	0.3430151099
917	0.3426027904
918	0.3422406811
919	0.3418659978
920	0.3416167011
921	0.3413240569
922	0.3407030987
923	0.3402325348
924	0.3398663083
925	0.3395790057
926	0.3392902953
927	0.3389139755
928	0.338576017
929	0.3381941958
930	0.3378657143
931	0.3372768002
932	0.3369182228
933	0.3364886685
934	0.3361168297
935	0.3357996829
936	0.3352498303
937	0.3348041116
938	0.3344671105
939	0.3342766648
940	0.3338235119
941	0.3334877082
942	0.3332771204
943	0.3330689329
944	0.3325007753
945	0.33216995
946	0.3317808626
947	0.3315145702
948	0.3312108984
949	0.3309686746
950	0.3305556471
951	0.3302679256
952	0.3298086915
953	0.3295036497
954	0.3293058977
955	0.3288704081
956	0.3286178346
957	0.3284118654
958	0.3280982284
959	0.3275939168
960	0.32722432
961	0.3267501586
962	0.3265245019
963	0.3262338609
964	0.3259711639
965	0.3255713904
966	0.3249807355
967	0.3245569258
968	0.3242098665
969	0.3240047524
970	0.3237412572
971	0.3234650405
972	0.3233309201
973	0.3231073298
974	0.3227621238
975	0.3223028914
976	0.3220676366
977	0.3218110119
978	0.3216079281
979	0.321169261
980	0.3208484987
981	0.3207213751
982	0.3200827964
983	0.3198692646
984	0.3196572462
985	0.31950962
986	0.3192271295
987	0.3188641208
988	0.3185467785
989	0.3183704574
990	0.3178678274
991	0.3173692439
992	0.317118471
993	0.3169067667
994	0.3166178087
995	0.3163528102
996	0.315941507
997	0.3155866439
998	0.3154237439
999	0.3150642038
